pipeline,mae_mean,mae_std,mse_mean,mse_std,rmse_mean,rmse_std,r2_mean,r2_std
with_pca,6.818406424672778,0.9055219467259201,91.54562992240214,54.176706572443635,9.29957420095282,2.5158372372271183,0.5279758105764167,0.11434118110802578
without_pca,6.545329012327254,0.8718107102659668,88.07524438294305,53.07444158162556,9.110735788613207,2.517374071583709,0.5478078305859929,0.11142004004600888
